PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=376 ttl=64 time=37.5 ms
64 bytes from 10.0.0.2: icmp_seq=377 ttl=64 time=39.7 ms
64 bytes from 10.0.0.2: icmp_seq=378 ttl=64 time=39.4 ms
64 bytes from 10.0.0.2: icmp_seq=379 ttl=64 time=28.7 ms
64 bytes from 10.0.0.2: icmp_seq=380 ttl=64 time=31.9 ms
64 bytes from 10.0.0.2: icmp_seq=381 ttl=64 time=34.8 ms
64 bytes from 10.0.0.2: icmp_seq=382 ttl=64 time=36.2 ms
64 bytes from 10.0.0.2: icmp_seq=383 ttl=64 time=42.3 ms
64 bytes from 10.0.0.2: icmp_seq=384 ttl=64 time=43.4 ms
64 bytes from 10.0.0.2: icmp_seq=385 ttl=64 time=45.7 ms
64 bytes from 10.0.0.2: icmp_seq=386 ttl=64 time=23.2 ms
64 bytes from 10.0.0.2: icmp_seq=387 ttl=64 time=30.4 ms
64 bytes from 10.0.0.2: icmp_seq=388 ttl=64 time=36.2 ms
64 bytes from 10.0.0.2: icmp_seq=389 ttl=64 time=35.4 ms
64 bytes from 10.0.0.2: icmp_seq=390 ttl=64 time=40.1 ms
64 bytes from 10.0.0.2: icmp_seq=391 ttl=64 time=43.8 ms
64 bytes from 10.0.0.2: icmp_seq=392 ttl=64 time=46.4 ms
64 bytes from 10.0.0.2: icmp_seq=393 ttl=64 time=36.3 ms
64 bytes from 10.0.0.2: icmp_seq=394 ttl=64 time=29.5 ms
64 bytes from 10.0.0.2: icmp_seq=395 ttl=64 time=32.2 ms
64 bytes from 10.0.0.2: icmp_seq=396 ttl=64 time=37.7 ms
64 bytes from 10.0.0.2: icmp_seq=397 ttl=64 time=39.2 ms
64 bytes from 10.0.0.2: icmp_seq=398 ttl=64 time=43.2 ms
64 bytes from 10.0.0.2: icmp_seq=399 ttl=64 time=38.6 ms
64 bytes from 10.0.0.2: icmp_seq=400 ttl=64 time=27.3 ms
64 bytes from 10.0.0.2: icmp_seq=401 ttl=64 time=33.1 ms
64 bytes from 10.0.0.2: icmp_seq=402 ttl=64 time=36.8 ms
64 bytes from 10.0.0.2: icmp_seq=403 ttl=64 time=37.9 ms
64 bytes from 10.0.0.2: icmp_seq=404 ttl=64 time=42.1 ms
64 bytes from 10.0.0.2: icmp_seq=405 ttl=64 time=43.1 ms
64 bytes from 10.0.0.2: icmp_seq=407 ttl=64 time=26.0 ms
64 bytes from 10.0.0.2: icmp_seq=408 ttl=64 time=28.6 ms
64 bytes from 10.0.0.2: icmp_seq=409 ttl=64 time=34.9 ms
64 bytes from 10.0.0.2: icmp_seq=410 ttl=64 time=39.1 ms
64 bytes from 10.0.0.2: icmp_seq=411 ttl=64 time=42.3 ms
64 bytes from 10.0.0.2: icmp_seq=412 ttl=64 time=44.2 ms
64 bytes from 10.0.0.2: icmp_seq=413 ttl=64 time=45.2 ms
64 bytes from 10.0.0.2: icmp_seq=414 ttl=64 time=32.3 ms
64 bytes from 10.0.0.2: icmp_seq=415 ttl=64 time=26.9 ms
64 bytes from 10.0.0.2: icmp_seq=416 ttl=64 time=33.4 ms
64 bytes from 10.0.0.2: icmp_seq=417 ttl=64 time=37.4 ms
64 bytes from 10.0.0.2: icmp_seq=418 ttl=64 time=39.4 ms
64 bytes from 10.0.0.2: icmp_seq=419 ttl=64 time=44.9 ms
64 bytes from 10.0.0.2: icmp_seq=420 ttl=64 time=46.2 ms
64 bytes from 10.0.0.2: icmp_seq=421 ttl=64 time=48.8 ms
64 bytes from 10.0.0.2: icmp_seq=422 ttl=64 time=26.6 ms
64 bytes from 10.0.0.2: icmp_seq=423 ttl=64 time=32.3 ms
64 bytes from 10.0.0.2: icmp_seq=424 ttl=64 time=32.9 ms
64 bytes from 10.0.0.2: icmp_seq=425 ttl=64 time=39.1 ms
64 bytes from 10.0.0.2: icmp_seq=426 ttl=64 time=40.1 ms
64 bytes from 10.0.0.2: icmp_seq=427 ttl=64 time=45.3 ms
64 bytes from 10.0.0.2: icmp_seq=428 ttl=64 time=46.4 ms
64 bytes from 10.0.0.2: icmp_seq=429 ttl=64 time=27.3 ms
64 bytes from 10.0.0.2: icmp_seq=430 ttl=64 time=29.0 ms
64 bytes from 10.0.0.2: icmp_seq=431 ttl=64 time=35.4 ms
64 bytes from 10.0.0.2: icmp_seq=432 ttl=64 time=37.9 ms
64 bytes from 10.0.0.2: icmp_seq=433 ttl=64 time=40.0 ms
64 bytes from 10.0.0.2: icmp_seq=434 ttl=64 time=42.8 ms
64 bytes from 10.0.0.2: icmp_seq=435 ttl=64 time=44.5 ms
64 bytes from 10.0.0.2: icmp_seq=436 ttl=64 time=48.5 ms
64 bytes from 10.0.0.2: icmp_seq=437 ttl=64 time=24.7 ms
64 bytes from 10.0.0.2: icmp_seq=438 ttl=64 time=30.7 ms
64 bytes from 10.0.0.2: icmp_seq=439 ttl=64 time=32.8 ms
64 bytes from 10.0.0.2: icmp_seq=440 ttl=64 time=37.4 ms
64 bytes from 10.0.0.2: icmp_seq=441 ttl=64 time=41.0 ms
64 bytes from 10.0.0.2: icmp_seq=442 ttl=64 time=42.8 ms
64 bytes from 10.0.0.2: icmp_seq=443 ttl=64 time=47.3 ms
64 bytes from 10.0.0.2: icmp_seq=444 ttl=64 time=48.5 ms
64 bytes from 10.0.0.2: icmp_seq=445 ttl=64 time=25.4 ms
64 bytes from 10.0.0.2: icmp_seq=446 ttl=64 time=30.1 ms
64 bytes from 10.0.0.2: icmp_seq=447 ttl=64 time=34.4 ms
64 bytes from 10.0.0.2: icmp_seq=448 ttl=64 time=41.0 ms
64 bytes from 10.0.0.2: icmp_seq=449 ttl=64 time=42.7 ms
64 bytes from 10.0.0.2: icmp_seq=450 ttl=64 time=42.7 ms
64 bytes from 10.0.0.2: icmp_seq=451 ttl=64 time=23.4 ms
64 bytes from 10.0.0.2: icmp_seq=452 ttl=64 time=28.3 ms
64 bytes from 10.0.0.2: icmp_seq=453 ttl=64 time=33.8 ms
64 bytes from 10.0.0.2: icmp_seq=454 ttl=64 time=37.5 ms
64 bytes from 10.0.0.2: icmp_seq=455 ttl=64 time=34.8 ms
64 bytes from 10.0.0.2: icmp_seq=456 ttl=64 time=41.9 ms
64 bytes from 10.0.0.2: icmp_seq=457 ttl=64 time=46.4 ms
64 bytes from 10.0.0.2: icmp_seq=460 ttl=64 time=28.0 ms
64 bytes from 10.0.0.2: icmp_seq=461 ttl=64 time=32.3 ms
64 bytes from 10.0.0.2: icmp_seq=462 ttl=64 time=36.4 ms
64 bytes from 10.0.0.2: icmp_seq=463 ttl=64 time=39.2 ms
64 bytes from 10.0.0.2: icmp_seq=464 ttl=64 time=40.6 ms
64 bytes from 10.0.0.2: icmp_seq=465 ttl=64 time=46.4 ms
64 bytes from 10.0.0.2: icmp_seq=466 ttl=64 time=48.3 ms
64 bytes from 10.0.0.2: icmp_seq=467 ttl=64 time=25.8 ms
64 bytes from 10.0.0.2: icmp_seq=468 ttl=64 time=32.1 ms
64 bytes from 10.0.0.2: icmp_seq=469 ttl=64 time=33.4 ms
64 bytes from 10.0.0.2: icmp_seq=470 ttl=64 time=40.0 ms
64 bytes from 10.0.0.2: icmp_seq=471 ttl=64 time=40.9 ms
64 bytes from 10.0.0.2: icmp_seq=472 ttl=64 time=43.3 ms
64 bytes from 10.0.0.2: icmp_seq=473 ttl=64 time=48.9 ms
64 bytes from 10.0.0.2: icmp_seq=474 ttl=64 time=26.0 ms
64 bytes from 10.0.0.2: icmp_seq=475 ttl=64 time=29.3 ms
64 bytes from 10.0.0.2: icmp_seq=476 ttl=64 time=36.3 ms
64 bytes from 10.0.0.2: icmp_seq=477 ttl=64 time=37.4 ms
64 bytes from 10.0.0.2: icmp_seq=478 ttl=64 time=42.4 ms
64 bytes from 10.0.0.2: icmp_seq=479 ttl=64 time=42.1 ms
64 bytes from 10.0.0.2: icmp_seq=480 ttl=64 time=45.1 ms
64 bytes from 10.0.0.2: icmp_seq=483 ttl=64 time=30.3 ms
64 bytes from 10.0.0.2: icmp_seq=484 ttl=64 time=34.8 ms
64 bytes from 10.0.0.2: icmp_seq=485 ttl=64 time=36.0 ms
64 bytes from 10.0.0.2: icmp_seq=486 ttl=64 time=42.1 ms
64 bytes from 10.0.0.2: icmp_seq=487 ttl=64 time=42.9 ms
64 bytes from 10.0.0.2: icmp_seq=488 ttl=64 time=46.2 ms
64 bytes from 10.0.0.2: icmp_seq=489 ttl=64 time=38.4 ms
64 bytes from 10.0.0.2: icmp_seq=490 ttl=64 time=29.4 ms
64 bytes from 10.0.0.2: icmp_seq=491 ttl=64 time=30.4 ms
64 bytes from 10.0.0.2: icmp_seq=492 ttl=64 time=33.6 ms
64 bytes from 10.0.0.2: icmp_seq=493 ttl=64 time=39.3 ms
64 bytes from 10.0.0.2: icmp_seq=494 ttl=64 time=42.6 ms
64 bytes from 10.0.0.2: icmp_seq=495 ttl=64 time=45.7 ms
64 bytes from 10.0.0.2: icmp_seq=498 ttl=64 time=28.4 ms
64 bytes from 10.0.0.2: icmp_seq=499 ttl=64 time=34.0 ms
64 bytes from 10.0.0.2: icmp_seq=500 ttl=64 time=36.1 ms
64 bytes from 10.0.0.2: icmp_seq=501 ttl=64 time=40.1 ms
64 bytes from 10.0.0.2: icmp_seq=502 ttl=64 time=43.1 ms
64 bytes from 10.0.0.2: icmp_seq=503 ttl=64 time=47.0 ms
64 bytes from 10.0.0.2: icmp_seq=504 ttl=64 time=51.7 ms
64 bytes from 10.0.0.2: icmp_seq=505 ttl=64 time=23.2 ms
64 bytes from 10.0.0.2: icmp_seq=506 ttl=64 time=17.2 ms
64 bytes from 10.0.0.2: icmp_seq=507 ttl=64 time=27.3 ms
64 bytes from 10.0.0.2: icmp_seq=508 ttl=64 time=27.2 ms
64 bytes from 10.0.0.2: icmp_seq=509 ttl=64 time=32.8 ms
64 bytes from 10.0.0.2: icmp_seq=510 ttl=64 time=34.6 ms
64 bytes from 10.0.0.2: icmp_seq=511 ttl=64 time=39.0 ms
64 bytes from 10.0.0.2: icmp_seq=512 ttl=64 time=44.8 ms
64 bytes from 10.0.0.2: icmp_seq=513 ttl=64 time=46.9 ms
64 bytes from 10.0.0.2: icmp_seq=514 ttl=64 time=48.9 ms
64 bytes from 10.0.0.2: icmp_seq=515 ttl=64 time=26.4 ms
64 bytes from 10.0.0.2: icmp_seq=516 ttl=64 time=31.1 ms
64 bytes from 10.0.0.2: icmp_seq=517 ttl=64 time=34.5 ms
64 bytes from 10.0.0.2: icmp_seq=518 ttl=64 time=39.9 ms
64 bytes from 10.0.0.2: icmp_seq=519 ttl=64 time=42.9 ms
64 bytes from 10.0.0.2: icmp_seq=520 ttl=64 time=45.0 ms
64 bytes from 10.0.0.2: icmp_seq=521 ttl=64 time=46.0 ms
64 bytes from 10.0.0.2: icmp_seq=522 ttl=64 time=25.5 ms
64 bytes from 10.0.0.2: icmp_seq=523 ttl=64 time=28.6 ms
64 bytes from 10.0.0.2: icmp_seq=524 ttl=64 time=34.2 ms
64 bytes from 10.0.0.2: icmp_seq=525 ttl=64 time=38.5 ms
64 bytes from 10.0.0.2: icmp_seq=526 ttl=64 time=40.7 ms
64 bytes from 10.0.0.2: icmp_seq=527 ttl=64 time=43.9 ms
64 bytes from 10.0.0.2: icmp_seq=528 ttl=64 time=45.3 ms
64 bytes from 10.0.0.2: icmp_seq=530 ttl=64 time=41.4 ms
64 bytes from 10.0.0.2: icmp_seq=531 ttl=64 time=18.5 ms
64 bytes from 10.0.0.2: icmp_seq=532 ttl=64 time=26.5 ms
64 bytes from 10.0.0.2: icmp_seq=533 ttl=64 time=28.1 ms
64 bytes from 10.0.0.2: icmp_seq=534 ttl=64 time=34.8 ms
64 bytes from 10.0.0.2: icmp_seq=535 ttl=64 time=36.4 ms
64 bytes from 10.0.0.2: icmp_seq=536 ttl=64 time=39.8 ms
64 bytes from 10.0.0.2: icmp_seq=537 ttl=64 time=44.3 ms
64 bytes from 10.0.0.2: icmp_seq=538 ttl=64 time=46.9 ms
64 bytes from 10.0.0.2: icmp_seq=541 ttl=64 time=30.8 ms
64 bytes from 10.0.0.2: icmp_seq=542 ttl=64 time=33.4 ms
64 bytes from 10.0.0.2: icmp_seq=543 ttl=64 time=37.0 ms
64 bytes from 10.0.0.2: icmp_seq=544 ttl=64 time=40.1 ms
64 bytes from 10.0.0.2: icmp_seq=545 ttl=64 time=42.3 ms
64 bytes from 10.0.0.2: icmp_seq=546 ttl=64 time=47.2 ms
64 bytes from 10.0.0.2: icmp_seq=547 ttl=64 time=25.0 ms
64 bytes from 10.0.0.2: icmp_seq=548 ttl=64 time=29.3 ms
64 bytes from 10.0.0.2: icmp_seq=549 ttl=64 time=33.3 ms
64 bytes from 10.0.0.2: icmp_seq=550 ttl=64 time=36.5 ms
64 bytes from 10.0.0.2: icmp_seq=551 ttl=64 time=42.4 ms
64 bytes from 10.0.0.2: icmp_seq=552 ttl=64 time=43.4 ms
64 bytes from 10.0.0.2: icmp_seq=553 ttl=64 time=48.8 ms
64 bytes from 10.0.0.2: icmp_seq=554 ttl=64 time=36.9 ms
64 bytes from 10.0.0.2: icmp_seq=555 ttl=64 time=17.7 ms
64 bytes from 10.0.0.2: icmp_seq=556 ttl=64 time=26.4 ms
64 bytes from 10.0.0.2: icmp_seq=557 ttl=64 time=29.1 ms
64 bytes from 10.0.0.2: icmp_seq=558 ttl=64 time=32.6 ms
64 bytes from 10.0.0.2: icmp_seq=559 ttl=64 time=34.7 ms
64 bytes from 10.0.0.2: icmp_seq=560 ttl=64 time=41.4 ms
64 bytes from 10.0.0.2: icmp_seq=561 ttl=64 time=42.7 ms
64 bytes from 10.0.0.2: icmp_seq=562 ttl=64 time=45.6 ms
64 bytes from 10.0.0.2: icmp_seq=564 ttl=64 time=48.4 ms
64 bytes from 10.0.0.2: icmp_seq=565 ttl=64 time=25.0 ms
64 bytes from 10.0.0.2: icmp_seq=566 ttl=64 time=33.9 ms
64 bytes from 10.0.0.2: icmp_seq=567 ttl=64 time=35.2 ms
64 bytes from 10.0.0.2: icmp_seq=568 ttl=64 time=38.6 ms
64 bytes from 10.0.0.2: icmp_seq=569 ttl=64 time=41.5 ms
64 bytes from 10.0.0.2: icmp_seq=570 ttl=64 time=47.1 ms
64 bytes from 10.0.0.2: icmp_seq=572 ttl=64 time=48.2 ms
64 bytes from 10.0.0.2: icmp_seq=573 ttl=64 time=26.6 ms
64 bytes from 10.0.0.2: icmp_seq=574 ttl=64 time=29.2 ms
64 bytes from 10.0.0.2: icmp_seq=575 ttl=64 time=35.6 ms
64 bytes from 10.0.0.2: icmp_seq=576 ttl=64 time=39.2 ms
64 bytes from 10.0.0.2: icmp_seq=577 ttl=64 time=39.7 ms
64 bytes from 10.0.0.2: icmp_seq=578 ttl=64 time=34.2 ms
64 bytes from 10.0.0.2: icmp_seq=579 ttl=64 time=27.0 ms
64 bytes from 10.0.0.2: icmp_seq=580 ttl=64 time=33.1 ms
64 bytes from 10.0.0.2: icmp_seq=581 ttl=64 time=34.5 ms
64 bytes from 10.0.0.2: icmp_seq=582 ttl=64 time=37.3 ms
64 bytes from 10.0.0.2: icmp_seq=583 ttl=64 time=40.7 ms
64 bytes from 10.0.0.2: icmp_seq=584 ttl=64 time=45.0 ms
64 bytes from 10.0.0.2: icmp_seq=587 ttl=64 time=29.9 ms
64 bytes from 10.0.0.2: icmp_seq=588 ttl=64 time=33.2 ms
64 bytes from 10.0.0.2: icmp_seq=589 ttl=64 time=36.3 ms
64 bytes from 10.0.0.2: icmp_seq=590 ttl=64 time=37.6 ms
64 bytes from 10.0.0.2: icmp_seq=591 ttl=64 time=40.7 ms
64 bytes from 10.0.0.2: icmp_seq=592 ttl=64 time=47.0 ms
64 bytes from 10.0.0.2: icmp_seq=595 ttl=64 time=30.6 ms
64 bytes from 10.0.0.2: icmp_seq=596 ttl=64 time=39.2 ms
64 bytes from 10.0.0.2: icmp_seq=597 ttl=64 time=38.7 ms
64 bytes from 10.0.0.2: icmp_seq=598 ttl=64 time=39.7 ms
64 bytes from 10.0.0.2: icmp_seq=599 ttl=64 time=22.0 ms
64 bytes from 10.0.0.2: icmp_seq=600 ttl=64 time=26.8 ms
64 bytes from 10.0.0.2: icmp_seq=601 ttl=64 time=32.1 ms
64 bytes from 10.0.0.2: icmp_seq=602 ttl=64 time=35.9 ms
